stage,tp_multiplier_applied,effective_volume_factor_applied,pkn_fleak_override_applied,pkn_H_w_override_applied,pkn_effective_injected_volume_m3,tp_for_g_seconds,tp_legacy_volume_over_rate_seconds,fracture_initiation_status,fracture_initiation_rule,fracture_initiation_index,fracture_initiation_time_text,fracture_initiation_pressure_mpa,tp_corrected_seconds,tp_correction_ratio,early_transient_risk,closure_was_computed,barree_status,barree_closure_index,barree_closure_elapsed_seconds,barree_closure_g_time,barree_closure_pressure_mpa,barree_tangent_slope,barree_residual_at_closure,barree_quality_flag,mcclure_status,mcclure_closure_index,mcclure_closure_elapsed_seconds,mcclure_closure_g_time,mcclure_closure_pressure_mpa,mcclure_quality_flag,selected_closure_method,selected_closure_elapsed_seconds,selected_closure_pressure_mpa,selected_closure_g_time,selected_closure_quality_flag,selected_closure_status,closure_is_candidate,closure_is_final_interpretation,g_function_closure_efficiency,g_function_closure_efficiency_formula,g_function_closure_efficiency_status,g_function_closure_efficiency_source_note,raw_injected_volume_m3,perforation_friction_mpa,pressure_at_shut_in_mpa,pressure_for_net_mpa,wellbore_storage_coeff_m3_per_mpa,wellbore_storage_volume_m3,effective_injected_volume_m3,volume_correction_warning,legacy_mvp_pkn_fracture_volume_m3,legacy_mvp_pkn_half_length_mean_m,legacy_mvp_pkn_volume_status,pkn_model_name,pkn_model_version,pkn_H_w_m,pkn_H_w_source,pkn_I_F,pkn_I_F_source,pkn_E_prime_mpa,pkn_volume_status,pkn_fracture_volume_m3,pkn_fracture_volume_std_m3,pkn_half_length_mean_m,pkn_half_length_std_m,pkn_net_pressure_min_mpa,pkn_net_pressure_max_mpa,pkn_net_pressure_mean_mpa,pkn_cluster_count,pkn_cluster_length_min_m,pkn_cluster_length_max_m,pkn_cluster_length_mean_m,pkn_cluster_length_std_m,pkn_stable_row_count,pkn_leakoff_coefficient,pkn_segment_start,pkn_segment_end,pkn_K_lp,pkn_C_status,pkn_C_coupling_method,pkn_C_stage,pkn_C_stage_raw,pkn_C_multiplier_applied,pkn_C_stage_units_assumed,pkn_C_min,pkn_C_max,pkn_C_mean,pkn_H_p_m,pkn_fleak,pkn_warning,pkn_flow_allocation_method,pkn_flow_allocation_exponent,pkn_eta_min,pkn_eta_max,pkn_eta_mean,pkn_eta_std,pkn_leakoff_volume_m3,pkn_leakoff_volume_std_m3,pkn_nonstorage_volume_m3,pkn_storage_fraction,pkn_stable_storage_fraction,pkn_stable_leakoff_fraction,pkn_stable_nonstorage_fraction,pkn_leakoff_fraction,pkn_nonstorage_fraction,pkn_balance_residual_mean_m3,pkn_balance_residual_abs_max_m3,pkn_stable_g_min,pkn_stable_g_mean,pkn_stable_g_max,pkn_stable_storage_unit_mean_m2,pkn_stable_preclosure_leakoff_unit_mean_m2,pkn_stable_G_leakoff_unit_mean_m2,pkn_stable_storage_unit_fraction,pkn_stable_G_leakoff_unit_fraction,pkn_shutin_storage_volume_m3,pkn_shutin_leakoff_before_closure_m3,pkn_shutin_fluid_efficiency,pkn_shutin_leakoff_fraction,pkn_shutin_storage_unit_mean_m2,pkn_shutin_preclosure_leakoff_unit_mean_m2,pkn_shutin_storage_unit_fraction,pkn_shutin_preclosure_leakoff_unit_fraction,pkn_C_multiplier_to_20pct_shutin_efficiency,pkn_C_multiplier_to_10pct_shutin_efficiency,pkn_C_multiplier_to_g_function_efficiency,pkn_fluid_efficiency_warning,pkn_tp_seconds,pkn_sqrt_tp_seconds,stress_shadow_status,stress_shadow_alpha,stress_shadow_kernel,stress_shadow_condition_number,stress_shadow_xi_min,stress_shadow_xi_max,stress_shadow_xi_mean,stress_shadow_xi_sum,stable_segment_status,stable_dP_dG_slope_mpa,stable_dP_dG_intercept_mpa,stable_dP_dG_r2,stable_segment_start_index,stable_segment_end_index,stable_segment_start_elapsed_seconds,stable_segment_end_elapsed_seconds,stable_segment_point_count,efficiency_ratio_pkn_to_g_function,efficiency_difference_pkn_minus_g_function,efficiency_reconciliation_warning,microseismic_affected_volume,electromagnetic_affected_area,missing_estimate_reason
10,1.0,1.0,,50.0,3269.9500000000003,10406.0,10003.892215568863,ok,sigma_min_crossing,1375.0,10:01:05,137.5525,10406.0,1.0401951336306228,True,True,ok,760.0,760.0,0.1462381503299012,109.8725,-28.635329423057623,5.299727936423325,ok,ok,77.0,77.0,0.01648477804802334,115.46249999999999,boundary_low_confidence,barree,760.0,109.8725,0.1462381503299012,ok,ok,True,False,0.06813696341546381,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3269.9500000000003,0.0,114.1825,114.1825,0.0,0.0,3269.9500000000003,,2354.6359381189054,768.5208640773843,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,187.14028238524187,29.742211271630264,28.567927996043636,15.37331306664787,1.7955292449725613,11.173092294958517,3.8741861252625847,8.0,15.955930092751109,56.5264458918437,28.567927996043636,15.37331306664787,746,0.0008867818225766257,15.0,760.0,5.6597853992565375,ok,stage-constant,0.0008867818225766257,0.0008867818225766257,1.0,m_per_sqrt_second,0.0008867818225766257,0.0008867818225766257,0.0008867818225766257,25.0,0.5,,stress-shadow,1.0,0.07032579649994156,0.24887127317096222,0.125,0.07133471297262033,3082.809717614758,29.742211271630293,3082.8097176147585,0.0572303192358421,0.0572303192358421,0.9427696807641578,0.9427696807641579,0.9427696807641578,0.9427696807641579,2.933608077937143e-15,4.831690603168681e-13,0.003302156743892818,0.07694532201196928,0.1462381503299012,0.6252282808841357,12.799666856624471,0.6960507640860535,0.04427665719004911,0.049292077806731734,223.66736695648493,3046.2826330435155,0.06840085229330262,0.9315991477066974,0.7211121292158288,12.79966685662447,0.05333362300877908,0.9466663769912209,0.225353405613871,0.5070451626312097,0.7705014221852926,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,10406.0,102.00980345045274,ok,1.0,sneddon,19.59909173457089,0.1666771171940181,0.5898425389974138,0.2962588507514391,2.3700708060115128,ok,-44.024095477400856,115.56447903389356,0.9288133655250129,15.0,760.0,15.0,760.0,746,1.0038729180845607,0.00026388887783880544,efficiency_consistent_within_0p1,192.0,19092.0,
11,1.0,1.0,,50.0,3153.9500000000003,9946.0,9706.616766467067,ok,sigma_min_crossing,1512.0,06:42:49,134.5488,9946.0,1.0246618610059808,True,True,ok,534.0,535.0,0.11011016247681132,110.28880000000001,-34.72383314491624,5.301301933425539,ok,ok,63.0,64.0,0.014383759363873198,116.1388,boundary_low_confidence,barree,535.0,110.28880000000001,0.11011016247681132,ok,ok,True,False,0.05218218670989475,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3153.9500000000003,0.0,119.8388,119.8388,0.0,0.0,3153.9500000000003,,2350.6751502930115,738.681976023616,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,137.22878479672525,21.428408825816657,19.625685307005664,10.915992232513783,1.937916588037638,11.666398492734844,4.086101896249875,8.0,11.413585432138694,39.22244848115379,19.625685307005664,10.915992232513783,520,0.0013081614376344872,15.0,534.0,5.6597853992565375,ok,stage-constant,0.0013081614376344872,0.0013081614376344872,1.0,m_per_sqrt_second,0.0013081614376344872,0.0013081614376344872,0.0013081614376344872,25.0,0.5,,stress-shadow,1.0,0.07313282063177262,0.25108751666457246,0.125,0.07266917460600861,3016.7212152032753,21.428408825816653,3016.721215203275,0.04351013326042748,0.04351013326042748,0.9564898667395726,0.9564898667395725,0.9564898667395726,0.9564898667395725,1.6834397124162374e-14,5.115907697472721e-13,0.0034531443432093576,0.05824837811004029,0.11011016247681132,0.6594279111813609,18.459738447765854,0.7599226819159307,0.03317193810168319,0.038227238700618796,208.01973604706774,2945.9302639529324,0.06595530558413029,0.9340446944158697,0.9908114450113754,18.459738447765854,0.05094002228591509,0.949059977714085,0.21469674617871767,0.4830676789021148,0.9749179428553282,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,9946.0,99.72963451251589,ok,1.0,sneddon,20.237143037272293,0.17320146825733193,0.5946540304572573,0.2960392248669888,2.3683137989359104,ok,-63.49175310697185,116.60086087261342,0.9563176329657899,15.0,534.0,15.0,535.0,520,1.2639429227220156,0.013773118874235539,efficiency_consistent_within_0p1,179.0,17284.0,
12,1.0,1.0,,50.0,3194.56,10767.0,9791.598401598403,ok,sigma_min_crossing,1475.0,05:53:45,139.63920000000002,10767.0,1.099616176889196,True,True,ok,408.0,408.0,0.07925880686828662,115.2092,-41.109890100191194,4.037891434329485,ok,ok,75.0,75.0,0.015541351485590346,119.3792,boundary_low_confidence,barree,408.0,115.2092,0.07925880686828662,ok,ok,True,False,0.038118778964155844,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3194.56,0.0,120.6392,120.6392,0.0,0.0,3194.56,,2657.1189145785497,579.9431383150413,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,175.99292690826655,15.591015855114474,18.995776662961546,10.442134811988113,2.832173030938719,12.89602398223707,5.4339101692519005,8.0,11.394752025626156,37.54137832391564,18.995776662961546,10.442134811988113,394,0.001314075319604978,15.0,408.0,5.6597853992565375,ok,stage-constant,0.001314075319604978,0.001314075319604978,1.0,m_per_sqrt_second,0.001314075319604978,0.001314075319604978,0.001314075319604978,25.0,0.5,,stress-shadow,1.0,0.07430307929151747,0.25059566152776386,0.125,0.07271567020298236,3018.5670730917336,15.591015855114454,3018.5670730917336,0.0550914451155297,0.0550914451155297,0.9449085548844703,0.9449085548844703,0.9449085548844703,0.9449085548844703,1.356162785004049e-14,6.252776074688882e-13,0.0031926271998769357,0.04202578339938674,0.07925880686828662,0.8769414281483229,19.293347574618537,0.5730380140042131,0.04227583296735918,0.027625173798827413,209.36547042405266,2985.194529575948,0.06553812431885851,0.9344618756811417,1.0281032022300387,19.293347574618537,0.05059201793807536,0.9494079820619247,0.21315185418264382,0.47959167191094854,1.3446572223630775,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,10767.0,103.76415566080611,ok,1.0,sneddon,20.15873836436112,0.17581090500699717,0.5929424522390281,0.2957665191728265,2.366132153382612,ok,-66.35892833914609,120.26108239569687,0.9826834913373205,15.0,408.0,15.0,408.0,394,1.7193133174723632,0.027419345354702668,efficiency_consistent_within_0p1,170.5,19086.0,
13,1.0,1.0,,50.0,3189.2200000000003,10184.0,9776.914628057913,ok,sigma_min_crossing,1559.0,05:39:40,138.3977,10184.0,1.041637406833218,False,True,ok,497.0,498.0,0.10072589193983832,114.0977,-40.12625287415096,7.772122267670355,ok,ok,72.0,73.0,0.01598169797458067,119.3077,boundary_low_confidence,barree,498.0,114.0977,0.10072589193983832,ok,ok,True,False,0.047948136559038027,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3189.2200000000003,0.0,120.7277,120.7277,0.0,0.0,3189.2200000000003,,2512.2027282699014,588.9499885663154,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,171.45011316739811,19.959594133755868,19.46361260429319,10.728738934463259,2.598552438114429,13.153194499170082,5.159324914067904,8.0,11.429817321087,38.66633758269579,19.46361260429319,10.728738934463259,484,0.0013083971440115568,14.0,497.0,5.6597853992565375,ok,stage-constant,0.0013083971440115568,0.0013083971440115568,1.0,m_per_sqrt_second,0.0013083971440115568,0.0013083971440115568,0.0013083971440115568,25.0,0.5,,stress-shadow,1.0,0.07322602284976358,0.25133322433810423,0.12500000000000003,0.07280680927632335,3017.7698868326024,19.959594133755875,3017.769886832602,0.05375926187826431,0.05375926187826431,0.9462407381217358,0.9462407381217356,0.9462407381217358,0.9462407381217356,4.756525751782489e-15,5.968558980384842e-13,0.003373336027212374,0.053231543560764635,0.10072589193983832,0.8326280003717508,18.682661963456944,0.7028584046804575,0.041182208439454,0.03476373760196542,216.21366814903197,2973.0063318509683,0.06779515622911933,0.9322048437708806,1.0323331151154393,18.68266196345694,0.052362839097913366,0.9476371609020867,0.22102484477526177,0.4973059007443389,1.0971600276683364,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,10184.0,100.91580649234291,ok,1.0,sneddon,20.33113803582744,0.17326339626172196,0.5946908810215386,0.2957681393833227,2.3661451150665815,ok,-64.25849229236424,119.96439443408939,0.9572002059626454,14.0,497.0,15.0,498.0,484,1.4139268195677195,0.019847019670081303,efficiency_consistent_within_0p1,147.5,18679.0,
14,1.0,1.0,,50.0,3198.33,10120.0,9783.318385650224,ok,sigma_min_crossing,1443.0,05:36:22,139.13920000000002,10120.0,1.0344138462102601,True,True,ok,718.0,719.0,0.14256211808465882,112.50919999999999,-16.25507503763439,3.560879873618345,ok,ok,152.0,153.0,0.03296586712640168,115.7992,ok,barree,719.0,112.50919999999999,0.14256211808465882,ok,ok,True,False,0.0665381492939407,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3198.33,0.0,118.9292,118.9292,0.0,0.0,3198.33,,2727.045983940098,715.0525992469121,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,248.4166284654887,28.71547229076775,32.41035131135152,17.584783517380835,2.2888695458603014,11.49011096912462,4.495033964095972,8.0,18.93004761955762,63.789077189446026,32.41035131135152,17.584783517380835,705,0.0007593816278832667,14.0,718.0,5.6597853992565375,ok,stage-constant,0.0007593816278832667,0.0007593816278832667,1.0,m_per_sqrt_second,0.0007593816278832667,0.0007593816278832667,0.0007593816278832667,25.0,0.5,,stress-shadow,1.0,0.07260842513544731,0.25233726070458673,0.12499999999999999,0.0735110609851229,2949.9133715345106,28.715472290767753,2949.913371534511,0.0776707308081057,0.0776707308081057,0.9223292691918941,0.9223292691918943,0.9223292691918941,0.9223292691918943,1.8826862842551306e-14,5.684341886080801e-13,0.0033944311916768136,0.0750613714670535,0.14256211808465882,0.7254226480141147,10.809119425287687,0.5734120792069892,0.05991290013794823,0.04735829620631469,327.26360278076606,2871.0663972192333,0.10232327582856243,0.8976767241714374,0.9403824039612889,10.809119425287685,0.08003593834253635,0.9199640616574637,0.34799593452961064,0.7829908526916239,1.220506328065908,below_20pct_reference_check_local_assumptions,10120.0,100.59821071967433,ok,1.0,sneddon,20.5710439543491,0.17069396726578034,0.5932155674537212,0.29386046961382145,2.3508837569105716,ok,-37.17766336701263,117.1870971804102,0.924191325076089,14.0,718.0,15.0,719.0,705,1.5378136740253536,0.035785126534621736,efficiency_consistent_within_0p1,155.0,18766.0,
15,1.0,1.0,,50.0,3264.1,10420.0,10041.056829511466,ok,sigma_min_crossing,1540.0,05:45:30,132.7579,10420.0,1.0377393711561107,True,True,ok,737.0,737.0,0.14197267937273492,113.0979,-27.402029758716694,8.774563814405983,ok,ok,73.0,73.0,0.015628487167050266,117.9779,boundary_low_confidence,barree,737.0,113.0979,0.14197267937273492,ok,ok,True,False,0.06628127461192028,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3264.1,0.0,118.7379,118.7379,0.0,0.0,3264.1,,2554.222575823897,641.5702975303586,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,247.1378197202137,29.004460014991782,30.708394270797548,16.859627397948927,2.355076500298675,12.318499097123016,4.695087995774572,8.0,17.750655257445214,61.253250690627496,30.708394270797548,16.859627397948927,723,0.0008079891902539351,15.0,737.0,5.6597853992565375,ok,stage-constant,0.0008079891902539351,0.0008079891902539351,1.0,m_per_sqrt_second,0.0008079891902539351,0.0008079891902539351,0.0008079891902539351,25.0,0.5,,stress-shadow,1.0,0.07189917835372495,0.2539710920086298,0.125,0.0742076847150988,3016.9621802797865,29.004460014991782,3016.962180279786,0.07571392412003729,0.07571392412003729,0.9242860758799628,0.9242860758799627,0.9242860758799628,0.9242860758799627,1.179324042755353e-15,5.968558980384842e-13,0.0032977687859978033,0.0747088035996452,0.14197267937273492,0.7577079937012359,11.670229136429617,0.6161850989126938,0.05808807832344226,0.04723852537510875,309.54059325242827,2954.5594067475718,0.09483183519268046,0.9051681648073195,0.927003544812679,11.670229136429619,0.07358787189769213,0.9264121281023079,0.3177327656468914,0.7148987227055057,1.118992636649183,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,10420.0,102.07840124139877,ok,1.0,sneddon,21.0528022635978,0.1682449867693493,0.5942955676707729,0.2925015810709763,2.3400126485678103,ok,-40.13942608822044,118.15026462747495,0.9416691119566596,15.0,737.0,15.0,737.0,723,1.4307485145378531,0.02855056058076018,efficiency_consistent_within_0p1,148.0,18822.0,
16,1.0,1.0,,50.0,3239.15,11096.0,9999.899849774663,ok,sigma_min_crossing,1492.0,05:53:02,132.397,11096.0,1.1096111127802981,True,True,ok,934.0,935.0,0.1667932970493636,109.09700000000001,-16.19140483036849,14.013642880703582,ok,ok,72.0,73.0,0.01469845693194046,113.81700000000001,boundary_low_confidence,barree,935.0,109.09700000000001,0.1667932970493636,ok,ok,True,False,0.07697702280900297,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3239.15,0.0,116.08699999999999,116.08699999999999,0.0,0.0,3239.15,,2550.22501633572,896.9272245508448,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,237.68139695330066,34.023607264685026,39.77308521049502,21.684980238067432,1.7729183924096723,9.825713328142987,3.498106402754712,8.0,23.747820690446915,79.11577764210494,39.77308521049502,21.684980238067432,921,0.0005963571234184959,14.0,934.0,5.6597853992565375,ok,stage-constant,0.0005963571234184959,0.0005963571234184959,1.0,m_per_sqrt_second,0.0005963571234184959,0.0005963571234184959,0.0005963571234184959,25.0,0.5,,stress-shadow,1.0,0.07494563198524991,0.2533914217354541,0.125,0.07353755536602298,3001.4686030467,34.02360726468504,3001.4686030466996,0.07337770617393473,0.07337770617393473,0.9266222938260654,0.9266222938260653,0.9266222938260654,0.9266222938260653,1.181923421481513e-14,6.252776074688882e-13,0.0030989648457979326,0.08764637106634873,0.1667932970493636,0.5645353583511371,8.888523160566535,0.5505839845201086,0.056432980102710875,0.05503835071384236,345.4821566434765,2893.667843356524,0.10665827659832873,0.8933417234016714,0.81088181266938,8.888523160566535,0.08360119150678721,0.9163988084932129,0.36491182979274417,0.8210516170336744,1.0939043602116278,below_20pct_reference_check_local_assumptions,11096.0,105.33755265810954,ok,1.0,sneddon,20.641437153299854,0.17734504275379312,0.5996041574506003,0.29578949108851416,2.3663159287081132,ok,-30.57182633400711,113.60584731148506,0.9263196350305145,14.0,934.0,15.0,935.0,921,1.3855858892201056,0.029681253789325762,efficiency_consistent_within_0p1,156.0,19625.0,
17,1.0,1.0,,50.0,3340.49,15340.0,10198.50448654038,ok,sigma_min_crossing,1227.0,05:41:49,135.9381,15340.0,1.5041421043884602,False,True,ok,386.0,387.0,0.05387535488550844,114.21809999999999,-89.19266483038882,9.247924357263635,ok,ok,59.0,60.0,0.008833360759485893,118.91810000000001,boundary_low_confidence,barree,387.0,114.21809999999999,0.05387535488550844,ok,ok,True,False,0.026231073252501083,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3340.49,0.0,119.7081,119.7081,0.0,0.0,3340.49,,2534.8031040159017,589.515751234494,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,113.3282962249939,11.031630903573655,12.658694848908892,7.11545534241834,2.6579268429862837,12.59890051942009,5.222825430754329,8.0,7.553871455873056,25.234050909571476,12.658694848908892,7.11545534241834,373,0.0017826204888572287,14.0,386.0,5.6597853992565375,ok,stage-constant,0.0017826204888572287,0.0017826204888572287,1.0,m_per_sqrt_second,0.0017826204888572287,0.0017826204888572287,0.0017826204888572287,25.0,0.5,,stress-shadow,1.0,0.07430307929151747,0.25059566152776386,0.125,0.07271567020298236,3227.1617037750066,11.031630903573634,3227.1617037750057,0.03392565049588351,0.03392565049588351,0.9660743495041167,0.9660743495041164,0.9660743495041167,0.9660743495041164,3.497470409800386e-14,6.821210263296962e-13,0.0022487375185871027,0.02850231105915107,0.05387535488550844,0.8428759124749455,31.240037519245675,0.6292911861923627,0.02576640499532069,0.01923719888471739,133.77414539000392,3206.7158546099963,0.04004626428757575,0.9599537357124244,0.983660191737709,31.240037519245675,0.030525987444402766,0.9694740125555972,0.12594865689667847,0.2833844780175266,1.1688893480547313,very_low_shutin_fluid_efficiency_check_C_units_or_stable_slope,15340.0,123.85475364312829,ok,1.0,sneddon,20.15873836436112,0.17581090500699717,0.5929424522390281,0.2957665191728265,2.366132153382612,ok,-107.44923363009735,119.8211608633704,0.9869951416909892,14.0,386.0,15.0,387.0,373,1.5266727328344225,0.01381519103507467,efficiency_consistent_within_0p1,185.0,17497.0,
18,1.0,1.0,,50.0,3273.77,10353.0,10005.822532402792,ok,sigma_min_crossing,1197.0,05:41:40,131.2221,10353.0,1.0346975440022959,True,True,ok,764.0,765.0,0.14781938855911592,109.13210000000001,-44.07017083519908,11.204763538874026,ok,ok,208.0,209.0,0.04353198870267027,112.87209999999999,ok,barree,765.0,109.13210000000001,0.14781938855911592,ok,ok,True,False,0.06882300688154319,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3273.77,0.0,116.41210000000001,116.41210000000001,0.0,0.0,3273.77,,1984.8751695341905,695.6483240217806,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,182.2768482235174,30.045194418253033,28.488147459256094,15.936210752469574,1.8286422132535152,10.203196280219975,3.714823167382519,8.0,17.354688912213497,57.21106612078397,28.488147459256094,15.936210752469574,751,0.0008935556282662518,14.0,764.0,5.6597853992565375,ok,stage-constant,0.0008935556282662518,0.0008935556282662518,1.0,m_per_sqrt_second,0.0008935556282662518,0.0008935556282662518,0.0008935556282662518,25.0,0.5,,stress-shadow,1.0,0.07688563152429286,0.2532780089676797,0.12499999999999999,0.07401431796006967,3091.4931517764826,30.045194418253036,3091.4931517764826,0.05567796400587622,0.05567796400587622,0.9443220359941238,0.9443220359941238,0.9443220359941238,0.9443220359941238,1.4154086986645936e-14,4.263256414560601e-13,0.0033188749054337938,0.07778169264654466,0.14781938855911592,0.5995097880264362,12.864552237828915,0.7071834549272263,0.042304664670400546,0.04990270303949131,256.8759497042064,3016.894050295793,0.0784648737401242,0.9215351262598757,0.8279604660540358,12.864552237828915,0.060468117427361676,0.9395318825726383,0.25743934207655456,0.5792385196722477,0.870790173690914,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,10353.0,101.74969287422935,ok,1.0,sneddon,20.868618826407193,0.1822791053970268,0.6004670570571008,0.2963478054729799,2.370782443783839,ok,-44.24726692781667,115.07697631796074,0.9679549122268287,14.0,764.0,15.0,765.0,751,1.1400965650218742,0.00964186685858101,efficiency_consistent_within_0p1,142.5,18814.0,
19,1.0,1.0,,50.0,3278.1400000000003,10596.0,10005.822532402792,ok,sigma_min_crossing,1250.0,05:37:37,129.7686,10596.0,1.0589834034819208,True,True,ok,764.0,765.0,0.14469004414938577,109.1486,-45.01376905470519,11.200113546661878,ok,ok,208.0,209.0,0.04257416124986041,112.8886,ok,barree,765.0,109.1486,0.14469004414938577,ok,ok,True,False,0.06746431473587218,eta_G = G_c / (G_c + 2),ok,depends_on_G_function_convention_and_selected_closure_pick;calibration_cross_check_not_unique_truth,3278.1400000000003,0.0,116.4286,116.4286,0.0,0.0,3278.1400000000003,,1988.9762841686986,695.9410320726457,ok,physical_pkn_storage,phase5d,50.0,cli_or_grid,0.722464726919,human_required_constant,35159.96198923028,ok,177.5602778874597,29.211742788141535,28.001805551687525,15.412339461463265,1.766653460053313,10.085120993152742,3.712416688306756,8.0,16.491430753572562,55.689063797075576,28.001805551687525,15.412339461463265,751,0.0009022280258075509,14.0,764.0,5.6597853992565375,ok,stage-constant,0.0009022280258075509,0.0009022280258075509,1.0,m_per_sqrt_second,0.0009022280258075509,0.0009022280258075509,0.0009022280258075509,25.0,0.5,,stress-shadow,1.0,0.07430307929151747,0.25059566152776386,0.125,0.07271567020298236,3100.579722112541,29.21174278814152,3100.579722112541,0.054164946551233224,0.054164946551233224,0.9458350534487668,0.9458350534487668,0.9458350534487668,0.9458350534487668,1.57435833862158e-14,6.536993168992922e-13,0.0032435869425656463,0.07610756314063391,0.14469004414938577,0.5991214229022849,13.140965083793386,0.706830213014823,0.04147053897561963,0.048926025305487286,250.1344509947475,3028.0055490052528,0.0763037731746501,0.9236962268253499,0.8271239948634793,13.140965083793386,0.05921525773538476,0.9407847422646153,0.25176963475340564,0.5664816781951627,0.8700309555972805,low_shutin_fluid_efficiency_check_C_or_leakoff_terms,10596.0,102.93687385966217,ok,1.0,sneddon,20.15873836436112,0.17581090500699717,0.5929424522390281,0.2957665191728265,2.366132153382612,ok,-45.1979811657909,115.09175720673602,0.9678623149425623,14.0,764.0,15.0,765.0,751,1.131024208477994,0.008839458438777925,efficiency_consistent_within_0p1,137.5,19766.0,
